r1	r2	a1	E	grad_SD
0.700000000000	0.700000000000	90.000000000000	-75.702687193364	0.468168839949
0.700000000000	0.700000000000	100.000000000000	-75.721688494522	0.448692433767
0.700000000000	0.700000000000	110.000000000000	-75.733130484733	0.430417234042
0.700000000000	0.700000000000	120.000000000000	-75.738333603508	0.412302425770
0.700000000000	0.700000000000	130.000000000000	-75.738727257736	0.393794120448
0.700000000000	0.700000000000	140.000000000000	-75.735882711494	0.375007821473
0.700000000000	0.700000000000	150.000000000000	-75.731435703443	0.356908654646
0.700000000000	0.700000000000	160.000000000000	-75.726937807675	0.341325913908
0.700000000000	0.700000000000	170.000000000000	-75.723672765547	0.330592465310
0.700000000000	0.700000000000	180.000000000000	-75.722486205895	0.326742325072
0.700000000000	0.800000000000	90.000000000000	-75.797861062144	0.359150058978
0.700000000000	0.800000000000	100.000000000000	-75.814786168905	0.349401221721
0.700000000000	0.800000000000	110.000000000000	-75.824494007127	0.341047185588
0.700000000000	0.800000000000	120.000000000000	-75.828157282443	0.332997847136
0.700000000000	0.800000000000	130.000000000000	-75.827147706764	0.324522438944
0.700000000000	0.800000000000	140.000000000000	-75.823038754655	0.315396491386
0.700000000000	0.800000000000	150.000000000000	-75.817509210514	0.306060291290
0.700000000000	0.800000000000	160.000000000000	-75.812174722432	0.297641072549
0.700000000000	0.800000000000	170.000000000000	-75.808380590997	0.291672637262
0.700000000000	0.800000000000	180.000000000000	-75.807013129362	0.289503569819
0.700000000000	0.900000000000	90.000000000000	-75.832672092755	0.340570887594
0.700000000000	0.900000000000	100.000000000000	-75.847382049808	0.339202750362
0.700000000000	0.900000000000	110.000000000000	-75.855195969647	0.338951166451
0.700000000000	0.900000000000	120.000000000000	-75.857181360503	0.338796109321
0.700000000000	0.900000000000	130.000000000000	-75.854669730329	0.337995588737
0.700000000000	0.900000000000	140.000000000000	-75.849234481575	0.336185674388
0.700000000000	0.900000000000	150.000000000000	-75.842586780250	0.333490041605
0.700000000000	0.900000000000	160.000000000000	-75.836396321942	0.330528207533
0.700000000000	0.900000000000	170.000000000000	-75.832063652802	0.328208061148
0.700000000000	0.900000000000	180.000000000000	-75.830512478501	0.327329342984
0.700000000000	1.000000000000	90.000000000000	-75.836683232382	0.343916901626
0.700000000000	1.000000000000	100.000000000000	-75.849126098115	0.347172983373
0.700000000000	1.000000000000	110.000000000000	-75.854988003806	0.351141891704
0.700000000000	1.000000000000	120.000000000000	-75.855259766429	0.354924328518
0.700000000000	1.000000000000	130.000000000000	-75.851229477498	0.357851560550
0.700000000000	1.000000000000	140.000000000000	-75.844451904133	0.359551452197
0.700000000000	1.000000000000	150.000000000000	-75.836654497252	0.360027262506
0.700000000000	1.000000000000	160.000000000000	-75.829561152043	0.359665218163
0.700000000000	1.000000000000	170.000000000000	-75.824645809136	0.359078049992
0.700000000000	1.000000000000	180.000000000000	-75.822892740729	0.358810855731
0.700000000000	1.100000000000	90.000000000000	-75.825177469061	0.349315258840
0.700000000000	1.100000000000	100.000000000000	-75.835405737190	0.354775804209
0.700000000000	1.100000000000	110.000000000000	-75.839378344631	0.360647338969
0.700000000000	1.100000000000	120.000000000000	-75.838014595938	0.366152940846
0.700000000000	1.100000000000	130.000000000000	-75.832536986901	0.370715979165
0.700000000000	1.100000000000	140.000000000000	-75.824450420537	0.373999732949
0.700000000000	1.100000000000	150.000000000000	-75.815478044857	0.375961686121
0.700000000000	1.100000000000	160.000000000000	-75.807407403169	0.376859659455
0.700000000000	1.100000000000	170.000000000000	-75.801828991471	0.377132116198
0.700000000000	1.100000000000	180.000000000000	-75.799839525208	0.377171788783
0.700000000000	1.200000000000	90.000000000000	-75.806101465232	0.353261508930
0.700000000000	1.200000000000	100.000000000000	-75.814265925352	0.359634643709
0.700000000000	1.200000000000	110.000000000000	-75.816517410985	0.366216977531
0.700000000000	1.200000000000	120.000000000000	-75.813693005237	0.372338776854
0.700000000000	1.200000000000	130.000000000000	-75.806918920085	0.377509347462
