r1,r2,a1,E
0.800000000000,0.800000000000,90.000000000000,[-76.00781592]
0.800000000000,0.800000000000,100.000000000000,[-76.02264921]
0.800000000000,0.800000000000,110.000000000000,[-76.03084974]
0.800000000000,0.800000000000,120.000000000000,[-76.03329576]
0.800000000000,0.800000000000,130.000000000000,[-76.0311606]
0.800000000000,0.800000000000,140.000000000000,[-76.02591143]
0.800000000000,0.800000000000,150.000000000000,[-76.01922426]
0.800000000000,0.800000000000,160.000000000000,[-76.01282781]
0.800000000000,0.800000000000,170.000000000000,[-76.00826576]
0.800000000000,0.800000000000,180.000000000000,[-76.00661598]
0.800000000000,0.900000000000,90.000000000000,[-76.04730325]
0.800000000000,0.900000000000,100.000000000000,[-76.06008568]
0.800000000000,0.900000000000,110.000000000000,[-76.06646681]
0.800000000000,0.900000000000,120.000000000000,[-76.06727083]
0.800000000000,0.900000000000,130.000000000000,[-76.06365261]
0.800000000000,0.900000000000,140.000000000000,[-76.05708122]
0.800000000000,0.900000000000,150.000000000000,[-76.04926131]
0.800000000000,0.900000000000,160.000000000000,[-76.04197883]
0.800000000000,0.900000000000,170.000000000000,[-76.03684729]
0.800000000000,0.900000000000,180.000000000000,[-76.03500059]
0.800000000000,1.000000000000,90.000000000000,[-76.05583049]
0.800000000000,1.000000000000,100.000000000000,[-76.06644037]
0.800000000000,1.000000000000,110.000000000000,[-76.0709113]
0.800000000000,1.000000000000,120.000000000000,[-76.07003109]
0.800000000000,1.000000000000,130.000000000000,[-76.06492101]
0.800000000000,1.000000000000,140.000000000000,[-76.05702115]
0.800000000000,1.000000000000,150.000000000000,[-76.04803751]
0.800000000000,1.000000000000,160.000000000000,[-76.03980908]
0.800000000000,1.000000000000,170.000000000000,[-76.03404547]
0.800000000000,1.000000000000,180.000000000000,[-76.03197495]
0.800000000000,1.100000000000,90.000000000000,[-76.04870431]
0.800000000000,1.100000000000,100.000000000000,[-76.05715369]
0.800000000000,1.100000000000,110.000000000000,[-76.05976506]
0.800000000000,1.100000000000,120.000000000000,[-76.05728334]
0.800000000000,1.100000000000,130.000000000000,[-76.05076349]
0.800000000000,1.100000000000,140.000000000000,[-76.04157317]
0.800000000000,1.100000000000,150.000000000000,[-76.03138484]
0.800000000000,1.100000000000,160.000000000000,[-76.02209363]
0.800000000000,1.100000000000,170.000000000000,[-76.01556631]
0.800000000000,1.100000000000,180.000000000000,[-76.01321385]
0.800000000000,1.200000000000,90.000000000000,[-76.03393678]
0.800000000000,1.200000000000,100.000000000000,[-76.04036066]
0.800000000000,1.200000000000,110.000000000000,[-76.04128468]
0.800000000000,1.200000000000,120.000000000000,[-76.03738968]
0.800000000000,1.200000000000,130.000000000000,[-76.02962548]
0.800000000000,1.200000000000,140.000000000000,[-76.01923733]
0.800000000000,1.200000000000,150.000000000000,[-76.00781555]
0.800000000000,1.200000000000,160.000000000000,[-75.99730338]
0.800000000000,1.200000000000,170.000000000000,[-75.98980909]
0.800000000000,1.200000000000,180.000000000000,[-75.98707967]
0.800000000000,1.300000000000,90.000000000000,[-76.01579616]
0.800000000000,1.300000000000,100.000000000000,[-76.02041548]
0.800000000000,1.300000000000,110.000000000000,[-76.01990274]
0.800000000000,1.300000000000,120.000000000000,[-76.01485283]
0.800000000000,1.300000000000,130.000000000000,[-76.00607779]
0.800000000000,1.300000000000,140.000000000000,[-75.99465189]
0.800000000000,1.300000000000,150.000000000000,[-75.98201532]
0.800000000000,1.300000000000,160.000000000000,[-75.97010877]
0.800000000000,1.300000000000,170.000000000000,[-75.96135984]
0.800000000000,1.300000000000,180.000000000000,[-75.95810332]
0.800000000000,1.400000000000,90.000000000000,[-75.99658855]
0.800000000000,1.400000000000,100.000000000000,[-75.99966685]
0.800000000000,1.400000000000,110.000000000000,[-75.99800147]
0.800000000000,1.400000000000,120.000000000000,[-75.99208865]
0.800000000000,1.400000000000,130.000000000000,[-75.98258556]
0.800000000000,1.400000000000,140.000000000000,[-75.97035964]
0.800000000000,1.400000000000,150.000000000000,[-75.95661972]
0.800000000000,1.400000000000,160.000000000000,[-75.94317772]
0.800000000000,1.400000000000,170.000000000000,[-75.93277759]
0.800000000000,1.400000000000,180.000000000000,[-75.9287427]
0.800000000000,1.500000000000,90.000000000000,[-75.97756034]
0.800000000000,1.500000000000,100.000000000000,[-75.97936901]
0.800000000000,1.500000000000,110.000000000000,[-75.9768347]
0.800000000000,1.500000000000,120.000000000000,[-75.97035498]
0.800000000000,1.500000000000,130.000000000000,[-75.96043443]
0.800000000000,1.500000000000,140.000000000000,[-75.94772252]
0.800000000000,1.500000000000,150.000000000000,[-75.93312897]
0.800000000000,1.500000000000,160.000000000000,[-75.91813667]
0.800000000000,1.500000000000,170.000000000000,[-75.90557293]
0.800000000000,1.500000000000,180.000000000000,[-75.90029985]
0.900000000000,0.800000000000,90.000000000000,[-76.04730325]
0.900000000000,0.800000000000,100.000000000000,[-76.06008568]
0.900000000000,0.800000000000,110.000000000000,[-76.06646681]
0.900000000000,0.800000000000,120.000000000000,[-76.06727083]
0.900000000000,0.800000000000,130.000000000000,[-76.06365261]
0.900000000000,0.800000000000,140.000000000000,[-76.05708122]
0.900000000000,0.800000000000,150.000000000000,[-76.04926131]
0.900000000000,0.800000000000,160.000000000000,[-76.04197883]
0.900000000000,0.800000000000,170.000000000000,[-76.03684729]
0.900000000000,0.800000000000,180.000000000000,[-76.03500059]
0.900000000000,0.900000000000,90.000000000000,[-76.08681449]
0.900000000000,0.900000000000,100.000000000000,[-76.0978405]
0.900000000000,0.900000000000,110.000000000000,[-76.10262572]
0.900000000000,0.900000000000,120.000000000000,[-76.10196117]
0.900000000000,0.900000000000,130.000000000000,[-76.09698793]
0.900000000000,0.900000000000,140.000000000000,[-76.08917367]
0.900000000000,0.900000000000,150.000000000000,[-76.08024927]
0.900000000000,0.900000000000,160.000000000000,[-76.07206715]
0.900000000000,0.900000000000,170.000000000000,[-76.06633656]
0.900000000000,0.900000000000,180.000000000000,[-76.06427838]
0.900000000000,1.000000000000,90.000000000000,[-76.09539163]
0.900000000000,1.000000000000,100.000000000000,[-76.10450205]
0.900000000000,1.000000000000,110.000000000000,[-76.10758766]
0.900000000000,1.000000000000,120.000000000000,[-76.10541431]
0.900000000000,1.000000000000,130.000000000000,[-76.09908601]
0.900000000000,1.000000000000,140.000000000000,[-76.09003118]
0.900000000000,1.000000000000,150.000000000000,[-76.07997352]
0.900000000000,1.000000000000,160.000000000000,[-76.07082491]
0.900000000000,1.000000000000,170.000000000000,[-76.06442121]
0.900000000000,1.000000000000,180.000000000000,[-76.06211898]
0.900000000000,1.100000000000,90.000000000000,[-76.08837054]
0.900000000000,1.100000000000,100.000000000000,[-76.09554293]
0.900000000000,1.100000000000,110.000000000000,[-76.09696355]
0.900000000000,1.100000000000,120.000000000000,[-76.09335943]
0.900000000000,1.100000000000,130.000000000000,[-76.08576057]
0.900000000000,1.100000000000,140.000000000000,[-76.07550888]
0.900000000000,1.100000000000,150.000000000000,[-76.06427987]
