r0,r1,r2,E
1.559005523100,0.937500000000,0.937500000000,-75.985033217333
1.487537513000,0.937500000000,0.937500000000,-75.983614904426
1.623797632100,0.937500000000,0.937500000000,-75.983489547340
1.632483069300,1.025000000000,0.937500000000,-75.979965177995
1.557866843600,1.025000000000,0.937500000000,-75.979435639129
1.409699639000,0.937500000000,0.937500000000,-75.978780986697
1.700137862100,1.025000000000,0.937500000000,-75.977620275639
1.476613109700,1.025000000000,0.937500000000,-75.975592544071
1.626374347600,1.025000000000,1.025000000000,-75.975385100561
1.704512705200,1.025000000000,1.025000000000,-75.975162547326
1.541271605300,1.025000000000,1.025000000000,-75.972389591919
1.775352077800,1.025000000000,1.025000000000,-75.972144925159
1.487046727700,0.937500000000,0.850000000000,-75.971908524911
1.548638515000,0.937500000000,0.850000000000,-75.971167887266
1.325825214700,0.937500000000,0.937500000000,-75.970198714333
1.419119129300,0.937500000000,0.850000000000,-75.969622345424
1.389075681900,1.025000000000,0.937500000000,-75.968115917508
1.562034212500,1.025000000000,0.850000000000,-75.966560099658
1.449568901400,1.025000000000,1.025000000000,-75.965868340492
1.629859764500,1.112500000000,0.937500000000,-75.965473522611
1.491347439800,1.025000000000,0.850000000000,-75.965294811009
1.707283287000,1.112500000000,0.937500000000,-75.965147489104
1.626153436800,1.025000000000,0.850000000000,-75.964894615010
1.345151429700,0.937500000000,0.850000000000,-75.963846967836
1.545584672200,1.112500000000,0.937500000000,-75.962610819205
1.777507032300,1.112500000000,0.937500000000,-75.962048016974
1.696629138800,1.112500000000,1.025000000000,-75.961554481848
1.414413974000,1.025000000000,0.850000000000,-75.960650951713
1.777931003400,1.112500000000,1.025000000000,-75.960609120713
1.608092829100,1.112500000000,1.025000000000,-75.959400818006
1.472243186400,0.850000000000,0.850000000000,-75.959263644879
1.413498340900,0.850000000000,0.850000000000,-75.959080271033
1.851646227000,1.112500000000,1.025000000000,-75.956961978680
1.454841056600,1.112500000000,0.937500000000,-75.956255392467
1.348700678500,0.850000000000,0.850000000000,-75.955794264323
1.265466811100,0.937500000000,0.850000000000,-75.954234253640
1.512706597500,1.112500000000,1.025000000000,-75.953857836344
1.331587398600,1.025000000000,0.850000000000,-75.952296935197
1.638263193600,1.112500000000,0.850000000000,-75.951462809805
1.565135064200,1.112500000000,0.850000000000,-75.951179222600
1.278127672700,0.850000000000,0.850000000000,-75.948931929721
1.704635224900,1.112500000000,0.850000000000,-75.948923420126
1.765211182100,1.112500000000,1.112500000000,-75.947853753052
1.485602204800,1.112500000000,0.850000000000,-75.947647552134
1.703305345900,1.200000000000,0.937500000000,-75.946490129258
1.672843571600,1.112500000000,1.112500000000,-75.946405381650
1.850019887400,1.112500000000,1.112500000000,-75.946315805083
1.783239740700,1.200000000000,0.937500000000,-75.945385481455
1.616350884700,1.200000000000,0.937500000000,-75.944546817608
1.768422984200,1.200000000000,1.025000000000,-75.942712605992
1.926906523400,1.112500000000,1.112500000000,-75.942161474473
1.573312588100,1.112500000000,1.112500000000,-75.941700378725
1.855776454700,1.200000000000,0.937500000000,-75.941614739823
1.676818246800,1.200000000000,1.025000000000,-75.941350343642
1.852572871300,1.200000000000,1.025000000000,-75.941111008112
1.400055802500,1.112500000000,0.850000000000,-75.940553434796
1.522795537800,1.200000000000,0.937500000000,-75.939273756218
1.202081528000,0.850000000000,0.850000000000,-75.938122406342
1.928892169100,1.200000000000,1.025000000000,-75.936908053885
1.578171410200,1.200000000000,1.025000000000,-75.936758117739
1.640271578700,1.200000000000,0.850000000000,-75.932031118154
1.715568186400,1.200000000000,0.850000000000,-75.931420770746
1.558452255300,1.200000000000,0.850000000000,-75.929538343307
1.835402708000,1.200000000000,1.112500000000,-75.929147279444
1.739586497800,1.200000000000,1.112500000000,-75.928362748286
1.783956277500,1.200000000000,0.850000000000,-75.928100237026
1.923387900100,1.200000000000,1.112500000000,-75.927073835438
1.636354561200,1.200000000000,1.112500000000,-75.924476750541
1.470544117000,1.200000000000,0.850000000000,-75.923650112900
2.003161563600,1.200000000000,1.112500000000,-75.922477095318
1.904048016700,1.200000000000,1.200000000000,-75.910576449068
1.804415537900,1.200000000000,1.200000000000,-75.910335710789
1.995527069500,1.200000000000,1.200000000000,-75.908080024168
1.697056274800,1.200000000000,1.200000000000,-75.907143548613
2.078460969100,1.200000000000,1.200000000000,-75.903146477524
