r0,r1,r2,E
1.528735781600,0.950000000000,0.950000000000,-75.984812974501
1.645448267200,0.950000000000,0.950000000000,-75.983545872239
1.440146274000,0.950000000000,0.950000000000,-75.980466581683
1.693448398500,1.000000000000,1.000000000000,-75.979677770873
1.563662964900,1.000000000000,1.000000000000,-75.979620986468
1.487229793800,0.900000000000,0.900000000000,-75.979530213344
1.609655469500,1.000000000000,0.900000000000,-75.979441077147
1.478404648800,1.000000000000,0.950000000000,-75.978976056151
1.558845726800,0.900000000000,0.900000000000,-75.978819590538
1.653437432600,1.050000000000,0.950000000000,-75.976813705232
1.402626919400,0.950000000000,0.900000000000,-75.976631130954
1.517346144100,1.050000000000,0.950000000000,-75.973736660284
1.735988436600,1.050000000000,1.000000000000,-75.973384665693
1.364349101700,0.900000000000,0.900000000000,-75.972802273440
1.488296258900,0.950000000000,0.850000000000,-75.971898536472
1.343502884300,0.950000000000,0.950000000000,-75.971318124505
1.690414150400,1.050000000000,0.900000000000,-75.971306240830
1.379311422400,1.000000000000,0.950000000000,-75.970528891213
1.414213562400,1.000000000000,1.000000000000,-75.969685207635
1.530875482000,1.000000000000,0.850000000000,-75.969336433872
1.689655337500,1.050000000000,1.050000000000,-75.969093512164
1.408359122100,0.900000000000,0.850000000000,-75.967711570813
1.605480847600,1.100000000000,0.950000000000,-75.967675269646
1.778120818400,1.050000000000,1.050000000000,-75.967195248862
1.591740618600,1.050000000000,1.050000000000,-75.967014413338
1.737618201700,1.100000000000,0.950000000000,-75.966855506414
1.308625232800,0.950000000000,0.900000000000,-75.966806206138
1.449408702800,1.000000000000,0.850000000000,-75.966755942132
1.690698489900,1.100000000000,1.000000000000,-75.966441173349
1.415980225900,1.050000000000,0.950000000000,-75.966002713974
1.365907485800,0.950000000000,0.850000000000,-75.965281886068
1.450000000000,1.050000000000,1.000000000000,-75.965106216696
1.656313746900,1.100000000000,0.900000000000,-75.964889518534
1.778916587700,1.100000000000,1.000000000000,-75.964511441724
1.568627249900,1.100000000000,0.900000000000,-75.964053653242
1.573891269600,1.050000000000,0.850000000000,-75.963029713831
1.272792206100,0.900000000000,0.900000000000,-75.962242021470
1.540910836500,1.100000000000,1.000000000000,-75.961739853232
1.490704486800,1.050000000000,0.850000000000,-75.961124999886
1.648484152200,1.050000000000,0.850000000000,-75.961057937126
1.730140009600,1.100000000000,1.050000000000,-75.960745603412
1.484924240500,1.050000000000,1.050000000000,-75.960474594241
1.472243186400,0.850000000000,0.850000000000,-75.959263644877
1.629965531800,1.100000000000,1.050000000000,-75.959172163445
1.453444185400,1.100000000000,0.950000000000,-75.958864937695
1.693824092400,1.150000000000,0.950000000000,-75.958161274444
1.862122445000,1.100000000000,1.050000000000,-75.955998209875
1.274754878400,0.950000000000,0.850000000000,-75.954817353032
1.632573799900,1.150000000000,1.000000000000,-75.954774289197
1.399426031300,1.050000000000,0.850000000000,-75.954719733174
1.329113520200,0.850000000000,0.850000000000,-75.954216582757
1.312440474800,1.000000000000,0.850000000000,-75.954125845388
1.610316221500,1.150000000000,0.900000000000,-75.954072221937
1.822205422000,1.150000000000,1.000000000000,-75.953899411924
1.545407795500,1.150000000000,0.950000000000,-75.953660313163
1.532518889400,1.100000000000,0.850000000000,-75.952883422447
1.817725303500,1.100000000000,1.100000000000,-75.951546758016
1.667537790900,1.100000000000,1.100000000000,-75.951334418765
1.779747173100,1.150000000000,0.900000000000,-75.950905283947
1.771110879100,1.150000000000,1.050000000000,-75.950634101690
1.237941840300,0.900000000000,0.850000000000,-75.950205389117
1.668813073100,1.150000000000,1.050000000000,-75.949548608114
1.905255888300,1.100000000000,1.100000000000,-75.947165226344
1.781986962800,1.200000000000,0.950000000000,-75.945980817460
1.555634918600,1.100000000000,1.100000000000,-75.945955384290
1.637777874700,1.200000000000,0.950000000000,-75.945418665936
1.905911855300,1.150000000000,1.050000000000,-75.945313749186
1.724543487900,1.200000000000,1.000000000000,-75.944955298258
1.557241150200,1.150000000000,1.050000000000,-75.944213785183
1.661096536200,1.150000000000,0.850000000000,-75.943480198026
1.699020652200,1.200000000000,0.900000000000,-75.943250623716
1.574810600000,1.150000000000,0.850000000000,-75.942858202904
1.866145760700,1.200000000000,0.950000000000,-75.941806194847
1.738533865100,1.150000000000,0.850000000000,-75.940396077733
1.907878402800,1.200000000000,1.000000000000,-75.939529778431
1.552873788200,1.200000000000,0.900000000000,-75.939069006601
1.562049935200,1.200000000000,1.000000000000,-75.938752638665
1.824828759100,1.200000000000,0.900000000000,-75.938736771015
1.860956577000,1.200000000000,1.050000000000,-75.938250528836
1.202081528000,0.850000000000,0.850000000000,-75.938122406324
1.591383046300,1.150000000000,1.100000000000,-75.936886771226
1.430034964600,1.150000000000,0.850000000000,-75.933753125712
1.950000000000,1.200000000000,1.050000000000,-75.933514508078
1.850574893500,1.150000000000,1.150000000000,-75.932395610031
1.743334963200,1.150000000000,1.150000000000,-75.932109370363
1.617542180400,1.200000000000,0.850000000000,-75.931650332465
1.799292990500,1.200000000000,1.100000000000,-75.931534028711
1.901183921800,1.200000000000,1.100000000000,-75.929917645813
1.687390721500,1.200000000000,1.100000000000,-75.929293526750
1.947465658200,1.150000000000,1.150000000000,-75.929038534217
1.783956277500,1.200000000000,0.850000000000,-75.928100236953
1.626345596700,1.150000000000,1.150000000000,-75.927777530013
1.992485884500,1.200000000000,1.100000000000,-75.924923144412
1.470544117000,1.200000000000,0.850000000000,-75.923650112884
2.035313243700,1.200000000000,1.150000000000,-75.914597379567
1.876395557900,1.200000000000,1.200000000000,-75.910798202461
1.759324492400,1.200000000000,1.200000000000,-75.909337598058
1.982973058400,1.200000000000,1.200000000000,-75.908593648645
1.697056274800,1.200000000000,1.200000000000,-75.907143548610
2.078460969100,1.200000000000,1.200000000000,-75.903146477523
